Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_197,2.67183E+11,ABCDE2770F,3,13857,Yes,1,251247,Unemployed,45,,194228,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_342,9.33303E+11,ABCDE2648F,4,22607,Yes,1,67385,Employed,42,,118601,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_699,5.466E+11,ABCDE6582F,4,73676,Yes,1,285137,Self-Employed,30,,221187,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_897,3.70942E+11,ABCDE5974F,5,73486,No,0,289525,Employed,54,,235506,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_322,8.61299E+11,ABCDE2597F,1,14190,Yes,1,64149,Self-Employed,32,,121318,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_150,4.60721E+11,ABCDE9536F,4,19329,No,2,103282,Employed,31,Own,24403,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_349,3.08806E+11,ABCDE7263F,1,90695,Yes,0,41870,Unemployed,66,Own,21443,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_847,4.47383E+11,ABCDE7299F,3,99654,Yes,0,25372,Unemployed,71,,144482,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_555,9.26411E+11,ABCDE6983F,3,18261,No,0,191921,Self-Employed,28,Own,242154,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_623,5.83193E+11,ABCDE2834F,2,30093,No,0,248342,Self-Employed,68,,221288,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_918,4.38631E+11,ABCDE5847F,2,83025,No,0,89398,Self-Employed,65,,58780,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_717,3.16228E+11,ABCDE4743F,3,14992,Yes,1,71472,Employed,70,,69242,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_312,3.75299E+11,ABCDE1871F,2,80389,Yes,1,218825,Unemployed,57,Own,204041,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_321,1.78649E+11,ABCDE7088F,4,10178,No,1,68158,Self-Employed,31,Own,138141,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_703,5.53008E+11,ABCDE2177F,5,42097,Yes,0,212964,Self-Employed,34,,300161,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_531,4.25494E+11,ABCDE3801F,0,39126,Yes,0,53869,Self-Employed,66,Own,88192,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_59,1.1165E+11,ABCDE7731F,1,38114,Yes,0,171171,Unemployed,40,Own,125724,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_999,8.90455E+11,ABCDE4453F,0,10851,No,2,212292,Self-Employed,66,,171617,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_558,2.2699E+11,ABCDE7068F,3,18841,No,1,61175,Employed,31,Rent,95137,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_714,9.16204E+11,ABCDE9657F,5,98581,Yes,2,123263,Employed,27,Rent,29369,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_159,9.39259E+11,ABCDE2610F,2,47451,Yes,1,179722,Employed,74,Rent,101145,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_421,1.3003E+11,ABCDE8357F,0,27479,Yes,1,275541,Unemployed,56,Rent,285152,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_224,5.36118E+11,ABCDE8554F,3,44486,Yes,1,186702,Employed,32,Own,357100,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_128,2.91629E+11,ABCDE8841F,5,83319,Yes,1,213581,Unemployed,75,Own,355792,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_539,4.72567E+11,ABCDE8665F,3,49410,Yes,1,224093,Unemployed,67,Rent,118587,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_876,3.41454E+11,ABCDE5141F,4,30503,Yes,2,99147,Self-Employed,60,,65566,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_627,4.84381E+11,ABCDE5369F,3,33845,Yes,2,26854,Unemployed,41,Rent,20966,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_104,7.57467E+11,ABCDE6038F,0,32545,No,1,198488,Self-Employed,58,Rent,105323,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_422,1.2012E+11,ABCDE7229F,2,49559,No,0,154727,Employed,20,,306493,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_869,1.87667E+11,ABCDE5759F,0,35695,No,0,240601,Self-Employed,55,,154251,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_913,3.70237E+11,ABCDE2613F,3,92611,No,1,137434,Employed,66,,109431,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_421,7.87451E+11,ABCDE3810F,5,96519,Yes,1,51538,Employed,60,,75322,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_173,3.4721E+11,ABCDE7492F,4,73094,No,0,163248,Self-Employed,50,Own,271355,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_308,8.57198E+11,ABCDE5329F,3,27962,Yes,0,128237,Employed,53,Own,60318,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_672,6.51361E+11,ABCDE8573F,5,55549,No,2,242871,Unemployed,74,Own,168766,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_62,5.38725E+11,ABCDE4350F,4,30334,Yes,0,195088,Self-Employed,32,Own,168645,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_796,4.18243E+11,ABCDE9682F,1,87771,No,1,272824,Employed,70,Rent,293317,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_451,9.52171E+11,ABCDE2038F,1,39021,Yes,1,236513,Unemployed,75,Own,126983,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_709,4.50127E+11,ABCDE2624F,2,89823,Yes,0,210986,Self-Employed,50,Own,354838,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_959,2.7114E+11,ABCDE2436F,5,96254,Yes,2,201530,Unemployed,74,Rent,308146,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_224,1.74108E+11,ABCDE8552F,2,10762,Yes,2,284502,Unemployed,53,Own,305715,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_448,9.01578E+11,ABCDE2665F,3,66241,No,1,56721,Employed,36,Rent,138224,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_10,8.87274E+11,ABCDE2007F,0,39900,No,0,78188,Unemployed,71,,137350,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_942,9.6804E+11,ABCDE4365F,2,84329,Yes,1,128770,Self-Employed,66,Rent,95023,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_892,9.34139E+11,ABCDE5735F,3,31248,Yes,2,285641,Unemployed,46,Own,283261,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_33,9.45667E+11,ABCDE1190F,2,71133,No,2,252980,Employed,50,Rent,372164,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_413,2.11113E+11,ABCDE3362F,2,62342,No,0,266780,Unemployed,24,Rent,317502,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_578,3.82489E+11,ABCDE5471F,0,41191,No,0,287745,Self-Employed,69,,315592,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_673,1.51559E+11,ABCDE8065F,4,18194,Yes,1,189540,Unemployed,75,,112080,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_582,1.83728E+11,ABCDE9392F,3,71557,Yes,1,295678,Self-Employed,41,,212335,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_436,8.19211E+11,ABCDE6074F,4,36760,Yes,0,55798,Self-Employed,36,,81948,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_329,5.42643E+11,ABCDE6767F,4,42165,No,0,237762,Self-Employed,32,,268156,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_44,2.41813E+11,ABCDE1541F,5,6648,Yes,0,246348,Self-Employed,71,Own,175214,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_608,6.09597E+11,ABCDE9107F,3,8074,No,0,253709,Self-Employed,38,Own,141533,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_686,3.2707E+11,ABCDE3865F,2,94437,Yes,1,273032,Self-Employed,56,Rent,340947,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_575,8.54148E+11,ABCDE7151F,2,13766,Yes,1,103058,Unemployed,62,Own,40256,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_272,8.97776E+11,ABCDE7471F,3,73792,Yes,2,203133,Self-Employed,50,Own,109850,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_930,3.95468E+11,ABCDE8105F,4,5255,No,0,166027,Self-Employed,57,,179010,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_392,5.4886E+11,ABCDE2357F,2,60949,No,1,111263,Employed,67,Rent,60762,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_263,2.40013E+11,ABCDE2125F,2,82368,No,1,223398,Employed,58,Rent,236458,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_984,6.02405E+11,ABCDE2723F,3,89856,Yes,2,36176,Employed,72,,128825,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_801,4.85209E+11,ABCDE9678F,5,52223,No,0,120404,Unemployed,41,Own,44744,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_974,3.9375E+11,ABCDE9453F,1,87160,Yes,1,274171,Unemployed,36,Rent,304586,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_107,3.35647E+11,ABCDE6382F,5,43084,No,0,294826,Unemployed,33,Own,137566,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_907,9.23422E+11,ABCDE2841F,1,17734,Yes,1,74613,Employed,73,Rent,76389,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_329,7.64652E+11,ABCDE1491F,1,5238,No,0,30242,Employed,67,,108316,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_368,2.37747E+11,ABCDE9511F,0,22941,No,1,220371,Employed,30,Rent,213601,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_237,1.89744E+11,ABCDE4958F,4,59101,Yes,0,271191,Unemployed,74,Own,321150,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_870,5.9114E+11,ABCDE5075F,3,69551,Yes,1,117090,Self-Employed,47,,33250,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_413,6.88718E+11,ABCDE4238F,4,83886,Yes,1,289190,Employed,73,,372319,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_670,4.63321E+11,ABCDE3483F,1,68967,No,2,291270,Unemployed,46,Own,274906,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_123,8.08539E+11,ABCDE5712F,4,78094,No,1,132952,Unemployed,66,,54206,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_303,2.04464E+11,ABCDE2493F,2,50595,Yes,2,45648,Self-Employed,55,Rent,105954,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_482,7.4391E+11,ABCDE9324F,5,14828,No,2,292817,Self-Employed,68,,242989,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_250,5.70907E+11,ABCDE1105F,0,62833,No,2,214833,Employed,56,,142911,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_276,7.55915E+11,ABCDE8390F,3,22280,No,2,122729,Unemployed,28,Own,116271,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_314,4.49305E+11,ABCDE6433F,4,55984,Yes,0,273928,Self-Employed,36,,107626,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_934,5.94593E+11,ABCDE2581F,4,17137,Yes,0,106404,Self-Employed,60,,114063,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_289,1.06053E+11,ABCDE3544F,4,20330,Yes,2,283227,Unemployed,45,,321119,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_682,6.17638E+11,ABCDE9614F,4,59369,No,1,141185,Self-Employed,34,Own,65412,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_265,2.61025E+11,ABCDE5303F,5,81845,No,0,68962,Employed,61,,134341,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_519,2.41874E+11,ABCDE3221F,0,88259,No,1,184324,Employed,54,,107397,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_649,2.78687E+11,ABCDE9314F,1,44086,No,0,130041,Unemployed,26,Rent,50423,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_79,6.99981E+11,ABCDE3215F,3,69494,No,1,288660,Unemployed,23,Rent,351704,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_29,8.29857E+11,ABCDE3713F,2,42436,No,0,202581,Unemployed,36,Rent,335394,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_888,4.91837E+11,ABCDE3669F,1,83572,Yes,2,40758,Unemployed,70,Own,54069,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_799,9.06328E+11,ABCDE3685F,0,99904,No,2,216962,Self-Employed,48,Rent,361712,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_46,6.27124E+11,ABCDE9493F,1,66061,Yes,0,116192,Employed,46,Own,39938,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_921,8.74361E+11,ABCDE9235F,0,88512,No,2,207859,Employed,40,Rent,277286,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_996,2.53915E+11,ABCDE8438F,3,45678,Yes,0,206176,Self-Employed,64,,359748,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_682,9.34256E+11,ABCDE9737F,3,38770,Yes,2,153210,Self-Employed,20,,212352,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_161,1.65435E+11,ABCDE3901F,1,26245,No,0,72831,Self-Employed,53,Rent,122528,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_859,1.38415E+11,ABCDE2770F,4,16714,Yes,1,198206,Employed,48,Rent,226668,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_912,4.3618E+11,ABCDE2593F,0,47221,No,1,115625,Self-Employed,38,,81546,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_979,6.05084E+11,ABCDE4213F,2,30084,No,1,282017,Employed,39,Rent,225645,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_45,7.26013E+11,ABCDE1109F,2,15004,No,2,120231,Employed,63,,64362,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_321,5.47242E+11,ABCDE9742F,3,53193,Yes,0,82264,Unemployed,66,Rent,76576,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_748,5.50063E+11,ABCDE9639F,3,10746,No,0,180432,Self-Employed,75,,358987,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_231,6.13637E+11,ABCDE8873F,5,58526,No,1,54127,Unemployed,25,Rent,128300,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_674,4.21654E+11,ABCDE2173F,1,35164,Yes,0,130498,Employed,38,Own,130430,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_265,8.80231E+11,ABCDE7639F,0,57283,Yes,0,152896,Unemployed,55,,237459,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_157,2.83614E+11,ABCDE5152F,4,14319,Yes,2,194514,Unemployed,70,Rent,370282,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_529,8.41321E+11,ABCDE3925F,3,48034,Yes,2,179285,Unemployed,63,,133182,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_231,2.80166E+11,ABCDE3080F,3,83738,No,1,30222,Employed,46,Rent,135815,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_120,1.48567E+11,ABCDE5338F,2,19338,Yes,0,165224,Employed,45,,172627,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_537,4.23031E+11,ABCDE3311F,4,54441,Yes,0,232277,Employed,68,,201772,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_664,3.51078E+11,ABCDE5471F,0,87781,Yes,0,248257,Unemployed,74,Rent,338518,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_366,2.63614E+11,ABCDE4740F,4,42808,Yes,2,78788,Employed,22,Rent,125631,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_433,4.34777E+11,ABCDE7075F,3,69733,No,1,287606,Self-Employed,59,Rent,178155,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_226,5.24325E+11,ABCDE2708F,0,13539,No,1,276704,Unemployed,31,Rent,182227,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_87,7.25003E+11,ABCDE2972F,5,37544,No,1,125522,Employed,45,,61283,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_638,2.26593E+11,ABCDE4865F,3,80708,No,2,211250,Employed,74,Own,114055,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_374,5.60054E+11,ABCDE5144F,5,95273,No,1,242102,Employed,28,Own,362293,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_855,6.56555E+11,ABCDE1357F,4,48474,Yes,1,121872,Employed,20,Rent,91519,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_112,5.52031E+11,ABCDE2155F,2,78358,Yes,2,194702,Self-Employed,19,,347646,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_83,3.11274E+11,ABCDE4514F,4,8480,No,2,108403,Employed,68,Rent,136521,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_226,1.40483E+11,ABCDE4606F,3,31004,No,1,233812,Employed,63,,157593,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_133,2.4809E+11,ABCDE7975F,5,57499,Yes,1,274288,Employed,58,Own,281467,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_116,1.1044E+11,ABCDE6935F,5,39165,No,0,79646,Unemployed,61,Own,143280,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_194,5.75469E+11,ABCDE2298F,2,22944,Yes,0,200462,Employed,32,Own,335239,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_312,1.80898E+11,ABCDE7850F,0,74727,No,0,100485,Unemployed,69,Own,92551,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_251,1.48448E+11,ABCDE2186F,2,34405,No,1,139531,Employed,49,Rent,128335,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_32,6.05308E+11,ABCDE5280F,4,9208,No,0,175540,Unemployed,31,,160310,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_514,2.21844E+11,ABCDE4268F,5,50207,No,0,143522,Self-Employed,60,Rent,67739,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_171,8.89698E+11,ABCDE5530F,3,38795,No,0,84494,Unemployed,25,Own,130048,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_821,9.64684E+11,ABCDE3948F,0,26448,No,2,119579,Unemployed,30,,90487,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_221,6.46433E+11,ABCDE2313F,3,29293,No,2,27802,Self-Employed,52,Rent,133668,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_73,6.5563E+11,ABCDE6125F,1,49997,Yes,0,141390,Unemployed,27,Rent,46022,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_450,9.37646E+11,ABCDE8824F,3,19860,Yes,0,88257,Self-Employed,18,Own,67872,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_541,3.36974E+11,ABCDE1284F,1,97494,No,1,177193,Employed,68,,172289,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_482,6.80838E+11,ABCDE8515F,1,14536,Yes,2,213143,Unemployed,51,Own,218391,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_607,6.1775E+11,ABCDE5632F,5,32982,Yes,0,132266,Unemployed,62,Own,52092,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_678,9.93915E+11,ABCDE7966F,1,71177,Yes,2,54177,Self-Employed,70,Own,137207,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_364,9.81375E+11,ABCDE9392F,1,8115,No,2,235657,Self-Employed,49,Own,354674,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_634,3.21564E+11,ABCDE8419F,1,40010,Yes,0,89255,Self-Employed,36,Rent,117380,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_1,7.328E+11,ABCDE9638F,1,89071,Yes,0,132424,Self-Employed,30,Rent,138483,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_874,6.7976E+11,ABCDE4124F,1,6943,No,0,276638,Unemployed,54,Own,232834,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_782,6.50066E+11,ABCDE2578F,1,18836,No,1,170234,Self-Employed,31,Rent,346735,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_470,8.61645E+11,ABCDE4898F,3,43691,Yes,2,222932,Unemployed,20,Own,335316,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_115,4.44209E+11,ABCDE4109F,0,24905,Yes,0,48798,Unemployed,23,Rent,118758,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_5,9.04023E+11,ABCDE5916F,0,92322,Yes,2,123884,Employed,54,Own,55732,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_966,4.77411E+11,ABCDE2573F,0,16571,Yes,1,227290,Self-Employed,58,Own,187209,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_214,7.58118E+11,ABCDE7261F,2,55813,Yes,0,57201,Unemployed,69,Own,80517,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_35,1.21031E+11,ABCDE3579F,3,14858,No,1,281529,Self-Employed,25,Own,306437,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_202,8.99301E+11,ABCDE9247F,3,56608,Yes,0,153991,Employed,29,,318364,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_512,5.1343E+11,ABCDE4140F,0,11168,No,1,284507,Employed,70,Rent,384952,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_507,1.99943E+11,ABCDE4236F,1,54045,Yes,1,108229,Unemployed,22,,31498,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_520,2.57941E+11,ABCDE9246F,1,42678,Yes,0,93423,Unemployed,74,Rent,45660,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_875,6.44091E+11,ABCDE8400F,0,45162,Yes,0,145020,Unemployed,42,,131620,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_825,6.2795E+11,ABCDE1951F,3,74456,No,0,236977,Employed,72,Rent,334849,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_61,1.06088E+11,ABCDE8665F,3,85071,Yes,1,259727,Employed,51,,241838,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_947,7.67535E+11,ABCDE7710F,5,94234,No,0,241023,Employed,19,Own,214782,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_565,6.91605E+11,ABCDE8365F,0,23956,No,1,238067,Self-Employed,72,Own,370425,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_945,8.98874E+11,ABCDE5476F,2,6847,Yes,1,171475,Employed,44,,359057,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_427,8.73457E+11,ABCDE7029F,1,46012,Yes,0,88681,Self-Employed,18,Own,62177,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_516,2.43556E+11,ABCDE9349F,5,7348,Yes,2,269760,Employed,20,,311740,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_269,9.27953E+11,ABCDE6927F,0,22122,Yes,2,58300,Unemployed,27,,131648,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_168,2.68755E+11,ABCDE8016F,4,47651,Yes,0,99092,Self-Employed,55,Own,56875,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_370,5.90031E+11,ABCDE2734F,1,84457,Yes,2,122025,Employed,19,Own,120792,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_318,9.9246E+11,ABCDE6934F,5,38037,No,0,281962,Employed,53,Rent,259151,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_298,1.20548E+11,ABCDE5051F,5,68202,Yes,2,96207,Employed,21,Rent,95531,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_318,2.06086E+11,ABCDE8962F,5,48810,No,0,215751,Self-Employed,22,Rent,282169,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_201,8.85727E+11,ABCDE9386F,0,37809,No,1,133298,Employed,32,,65052,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_477,7.08742E+11,ABCDE8755F,5,20090,No,0,184571,Self-Employed,24,,186800,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
