Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,ELIGIBILITY CRITERIA
Person_191,4919966584,ABCDE6223F,4,44518,Yes,1,462263,Employed,64,Rent,217960,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_812,4273880655,ABCDE9709F,3,40418,No,1,931218,Unemployed,55,Own,6268,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_162,6796684600,ABCDE9901F,0,91295,Yes,2,908208,Self-Employed,75,Own,447316,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_241,8493497410,ABCDE8493F,4,43132,No,1,612757,Unemployed,66,Rent,435748,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_993,4653915729,ABCDE9982F,0,75977,Yes,0,860926,Unemployed,68,Rent,178690,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_717,3868765399,ABCDE7207F,3,7222,Yes,2,532535,Unemployed,51,Rent,488619,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_253,5617026443,ABCDE3149F,1,99975,Yes,2,811277,Employed,42,,404958,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_270,2272436202,ABCDE9342F,1,23540,Yes,2,975803,Self-Employed,63,,293559,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_428,6080762989,ABCDE3336F,2,58707,Yes,1,204781,Employed,58,,275091,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_902,8948395907,ABCDE5314F,3,39575,Yes,1,926722,Unemployed,75,,96289,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_888,4294477698,ABCDE6877F,4,87914,No,0,168287,Employed,63,Own,79188,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_43,1949282543,ABCDE8793F,0,34519,No,0,764894,Self-Employed,69,Own,256424,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_17,6469308995,ABCDE3536F,2,28986,Yes,2,447114,Employed,30,Own,127232,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_631,3577910841,ABCDE5291F,4,46311,Yes,1,102867,Employed,22,Own,358578,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_919,9104386160,ABCDE6090F,2,69483,No,0,415485,Employed,32,Own,144729,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_267,7980787800,ABCDE9966F,5,44064,No,2,943273,Employed,67,,407664,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_355,3789778011,ABCDE9309F,1,20077,Yes,2,256111,Unemployed,48,Own,51475,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_849,3678864316,ABCDE5858F,2,70077,Yes,2,368182,Self-Employed,29,Own,109489,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_252,7325313546,ABCDE5801F,1,6208,Yes,2,822776,Unemployed,43,Rent,34984,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_260,6352592945,ABCDE3888F,1,29179,No,2,606317,Self-Employed,32,Rent,342297,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_909,6612709222,ABCDE5891F,2,75841,Yes,1,259626,Employed,22,Rent,433902,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_501,7986844998,ABCDE9639F,4,97336,No,2,625166,Self-Employed,57,,138062,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_896,7693092992,ABCDE1817F,3,8639,Yes,2,922955,Self-Employed,31,Own,224304,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_20,6568599064,ABCDE8847F,2,16570,Yes,0,863452,Unemployed,22,Own,383980,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_774,2605400055,ABCDE5636F,2,20141,Yes,2,401478,Employed,30,,388811,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_340,8060531775,ABCDE8376F,5,77981,No,0,187609,Employed,45,Rent,398749,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_141,2199872627,ABCDE6710F,4,94456,Yes,1,216912,Unemployed,72,,147178,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_397,2589872154,ABCDE7472F,5,25107,Yes,0,928666,Employed,75,Rent,354517,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_726,7005865218,ABCDE2595F,4,48244,Yes,1,954061,Self-Employed,60,,468211,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_898,1372496402,ABCDE4144F,4,98203,No,0,601031,Employed,67,Rent,29558,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_855,2880197597,ABCDE4734F,5,43176,No,1,594305,Self-Employed,46,Rent,120616,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_144,2948369255,ABCDE9554F,3,79837,Yes,0,479074,Self-Employed,63,,327022,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_518,1846429512,ABCDE4412F,5,62754,No,0,575787,Employed,67,,254625,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_586,5102758916,ABCDE8225F,5,47330,Yes,2,917078,Unemployed,37,Own,62451,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_710,5631935530,ABCDE7136F,5,14481,Yes,2,639542,Self-Employed,37,Own,104229,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_716,2679029227,ABCDE4458F,3,59643,No,1,65870,Employed,72,,422111,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_876,7429554783,ABCDE3599F,1,13554,No,0,93607,Unemployed,51,,86757,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,NO
Person_840,2522851293,ABCDE1257F,5,72989,Yes,1,691671,Employed,27,Own,205489,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_198,3764929134,ABCDE1758F,2,70535,No,0,123555,Employed,22,,159454,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_333,5611467836,ABCDE4716F,3,50235,Yes,1,976361,Unemployed,41,,73824,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_661,3326322540,ABCDE6093F,4,35533,No,0,682673,Self-Employed,59,Own,246869,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_549,1670243193,ABCDE2888F,1,86473,Yes,2,583529,Unemployed,67,Rent,275697,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_150,2263747692,ABCDE4000F,5,59330,No,0,229051,Unemployed,46,Own,487944,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_274,5176161416,ABCDE7631F,2,39057,No,2,565368,Unemployed,65,,476647,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_802,3314791447,ABCDE3288F,3,65074,No,2,780490,Employed,28,,300100,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_461,6268740770,ABCDE4790F,3,41174,No,2,848648,Unemployed,66,Own,390502,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_706,2484212651,ABCDE6752F,2,86248,Yes,0,709066,Self-Employed,54,,5121,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_716,2377221736,ABCDE4416F,5,39337,No,2,659921,Self-Employed,42,,81289,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_787,9073912662,ABCDE7071F,1,79863,Yes,1,970021,Employed,33,Rent,73447,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_364,4606312055,ABCDE8878F,4,64612,No,1,928352,Self-Employed,39,,347183,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_427,8256541097,ABCDE2569F,4,60022,Yes,0,614444,Unemployed,66,Rent,21507,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_477,9019703200,ABCDE4600F,2,44040,No,1,509574,Employed,46,,482376,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_586,9344810486,ABCDE7434F,2,12373,Yes,1,321582,Self-Employed,40,Rent,178433,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_695,8395061637,ABCDE5198F,5,27898,No,1,357398,Employed,50,,334218,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_873,8482906889,ABCDE7616F,2,89668,No,2,633314,Unemployed,19,Rent,325175,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_695,4480824628,ABCDE4887F,3,93708,Yes,0,196440,Employed,25,Own,336724,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_421,4938991694,ABCDE2554F,5,59579,Yes,2,866771,Self-Employed,60,,153213,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_739,1372068651,ABCDE5409F,4,75678,No,1,653982,Employed,53,Own,167861,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_449,6259634598,ABCDE6123F,1,73519,Yes,2,352136,Self-Employed,52,Own,479924,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_887,7485191140,ABCDE7962F,3,33745,Yes,1,867355,Employed,19,Rent,69716,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_976,1827655706,ABCDE9293F,5,64222,Yes,1,63593,Self-Employed,55,Own,435097,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_691,1833639309,ABCDE7417F,2,40908,No,2,443151,Self-Employed,33,,347091,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_622,4326328667,ABCDE2219F,1,24573,No,1,56510,Unemployed,74,Own,334696,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_201,6410001166,ABCDE1539F,3,86215,Yes,1,983256,Unemployed,68,Rent,408306,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_73,6509465556,ABCDE9443F,4,10251,Yes,0,498555,Employed,59,Own,324919,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_239,5923042205,ABCDE5242F,0,81967,No,2,340400,Unemployed,56,Own,42944,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,NO
Person_837,3078816344,ABCDE9057F,3,45714,No,0,529757,Employed,49,,180656,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_608,7792749625,ABCDE9164F,5,91379,No,2,527424,Unemployed,21,,433733,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_894,4369402665,ABCDE1842F,2,67291,Yes,1,753063,Unemployed,55,Rent,158362,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_392,3124238132,ABCDE5809F,2,67976,No,2,773363,Employed,32,Own,401138,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_418,8962587783,ABCDE7328F,5,24488,No,0,530836,Unemployed,56,,417689,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_819,4492675103,ABCDE8774F,2,86799,Yes,1,295361,Unemployed,41,Rent,287954,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_540,2427599461,ABCDE4849F,2,51364,Yes,2,763632,Self-Employed,49,,273281,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_54,7644716161,ABCDE7081F,1,56068,Yes,0,86036,Employed,61,Rent,181958,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_406,8004968595,ABCDE3730F,2,44576,No,2,511109,Self-Employed,49,Own,334105,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_887,2360863161,ABCDE4968F,1,95739,No,0,910109,Employed,64,Rent,192855,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_139,5520730037,ABCDE1173F,4,49033,Yes,0,384895,Self-Employed,55,Own,337681,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_10,7608292288,ABCDE6005F,2,54391,Yes,2,339569,Employed,23,,244448,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_308,4524252219,ABCDE7834F,3,85024,No,2,666433,Self-Employed,37,Rent,475756,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_457,2143461954,ABCDE3632F,2,41538,No,1,953124,Unemployed,39,Rent,1602,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_310,6323476192,ABCDE4415F,3,74933,Yes,2,429702,Self-Employed,53,Own,71869,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_401,3092228743,ABCDE2976F,4,34874,No,0,156125,Employed,34,Own,325648,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_657,5808929024,ABCDE1711F,3,43415,No,1,540703,Unemployed,66,Own,311183,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_85,4549121873,ABCDE7553F,2,39128,No,0,191941,Self-Employed,19,Own,165081,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_287,6684999735,ABCDE1104F,0,53346,Yes,1,662825,Self-Employed,26,Rent,202827,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_587,9136180855,ABCDE2555F,5,75644,No,0,141347,Self-Employed,27,Rent,57489,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_982,3861914973,ABCDE2581F,4,15597,No,2,136412,Unemployed,49,,197205,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_190,9350074049,ABCDE6491F,5,32537,Yes,0,641160,Self-Employed,63,Own,144804,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_51,6919159453,ABCDE2213F,4,7095,No,1,601553,Employed,54,Rent,131185,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_573,4857281288,ABCDE8557F,3,61016,No,2,466628,Self-Employed,62,,27810,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_75,6348546507,ABCDE9328F,5,11678,Yes,0,911133,Employed,47,Own,329965,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_387,8029195706,ABCDE7755F,5,28719,Yes,2,55703,Unemployed,66,,171954,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_880,7673971200,ABCDE7806F,0,44174,No,1,519352,Unemployed,18,Own,269168,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_761,4529241916,ABCDE2514F,1,27776,No,1,328172,Employed,75,,13447,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_725,9639987778,ABCDE2623F,3,50970,Yes,0,524331,Self-Employed,22,,32857,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_643,1917401059,ABCDE9509F,1,76715,No,2,97955,Self-Employed,35,,343802,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_411,8956219072,ABCDE4913F,0,46971,No,1,854135,Unemployed,75,Rent,108288,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_453,4070418654,ABCDE6962F,3,32752,Yes,2,745648,Employed,49,,77821,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_185,3079484231,ABCDE6537F,1,78697,No,1,391018,Self-Employed,36,Rent,17037,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_740,7679774576,ABCDE2823F,4,94091,No,1,445700,Employed,65,Rent,286784,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_973,6672980006,ABCDE8901F,0,24535,Yes,2,677724,Employed,74,Own,421346,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_63,1954210085,ABCDE8947F,5,60482,No,1,70383,Self-Employed,66,,445958,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_606,4725044243,ABCDE1207F,5,52475,No,0,162605,Unemployed,40,Own,484480,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_868,7350247232,ABCDE9177F,5,28474,Yes,0,369096,Unemployed,55,Own,321553,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_776,1804122721,ABCDE5910F,2,64966,No,0,805686,Self-Employed,50,Rent,278557,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_44,3457470702,ABCDE7651F,1,7066,No,2,562499,Employed,55,,240138,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_940,3793634244,ABCDE8400F,3,46036,Yes,1,700466,Employed,48,,466138,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_645,7281668572,ABCDE7819F,4,56595,Yes,2,828304,Unemployed,31,Rent,435085,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_511,9065298130,ABCDE4842F,0,49908,Yes,0,845113,Unemployed,57,Rent,405178,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_73,5062014421,ABCDE1400F,2,55338,Yes,2,314862,Unemployed,70,Rent,459359,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_931,6249069002,ABCDE8376F,3,55060,No,2,570539,Employed,62,,111730,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_843,7549405285,ABCDE6459F,3,60679,No,1,261915,Employed,52,,224051,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_343,1528807462,ABCDE4787F,5,46133,Yes,0,381709,Self-Employed,28,Rent,157296,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_152,2930437866,ABCDE1676F,5,90541,No,2,671588,Unemployed,71,Own,91123,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_463,5637694169,ABCDE2860F,0,37650,Yes,0,624162,Unemployed,51,Rent,488133,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_889,1897648229,ABCDE7081F,4,86759,No,2,978673,Employed,48,,445496,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_421,4794778381,ABCDE4499F,4,97689,Yes,0,890809,Unemployed,71,,103017,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_863,5578551939,ABCDE7566F,5,29850,No,1,458425,Employed,32,Own,297414,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_418,8672093977,ABCDE1273F,4,81242,Yes,2,345181,Self-Employed,24,,70829,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_762,5240754439,ABCDE6239F,4,97238,Yes,2,73956,Employed,66,,378581,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,NO
Person_782,9740758775,ABCDE5798F,4,99923,Yes,1,108360,Self-Employed,36,Rent,202864,Ministry Of Agriculture and Farmers Welfare,RKVY,NO
Person_57,3530688698,ABCDE1149F,1,25258,No,1,507319,Unemployed,56,,93508,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_221,2648675176,ABCDE5886F,0,88805,Yes,2,161927,Self-Employed,45,Rent,73725,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_797,2144937798,ABCDE1561F,1,12814,No,0,888943,Self-Employed,23,Rent,120360,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_466,5936582370,ABCDE2796F,4,77062,Yes,2,601225,Self-Employed,36,Own,285561,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_562,8425950458,ABCDE1028F,0,31509,Yes,1,244752,Unemployed,42,Own,284308,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_762,6032385036,ABCDE9588F,2,94422,Yes,0,465431,Employed,32,Rent,15291,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_400,4446021305,ABCDE9994F,5,27004,No,1,912167,Self-Employed,53,Rent,405634,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_657,7217230500,ABCDE1425F,4,37638,No,0,879028,Employed,19,Own,454320,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_65,6587888755,ABCDE2767F,4,67603,Yes,2,346274,Employed,63,,40253,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_822,9051045080,ABCDE3442F,5,91275,No,0,573123,Unemployed,61,,157690,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_344,5245641152,ABCDE5578F,3,76282,No,0,603757,Employed,39,Own,232415,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_979,3110740428,ABCDE5291F,4,79916,No,2,152562,Self-Employed,20,Own,30621,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_379,6232797960,ABCDE5453F,4,65085,Yes,2,501382,Employed,23,Own,432752,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_14,7512726711,ABCDE1034F,4,73254,No,0,470802,Unemployed,56,Own,59009,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_565,3091752038,ABCDE2703F,3,71911,Yes,0,555951,Unemployed,58,Own,147900,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,YES
Person_269,4819793669,ABCDE3000F,5,38298,Yes,1,647657,Self-Employed,44,Rent,132864,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_545,4232692848,ABCDE5314F,4,28449,No,1,923958,Self-Employed,36,,440839,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
Person_33,8540398607,ABCDE8966F,1,34732,Yes,2,156662,Employed,22,,175436,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_669,3043153908,ABCDE1911F,3,23569,Yes,2,722006,Unemployed,45,,67223,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_506,1498762708,ABCDE9235F,5,25760,Yes,0,156874,Unemployed,25,,246094,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,NO
Person_111,7866898060,ABCDE7257F,1,97907,No,2,467701,Unemployed,19,,40393,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_865,6907801831,ABCDE5553F,2,76206,No,1,527903,Employed,26,Rent,351064,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,YES
Person_254,6172498960,ABCDE2719F,2,44344,No,1,389255,Self-Employed,46,Own,169554,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,NO
Person_183,5583988928,ABCDE8902F,1,55149,No,2,473691,Unemployed,67,Own,198181,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,YES
Person_885,6644441121,ABCDE8578F,2,97865,No,1,564547,Self-Employed,61,Rent,312349,Ministry Of Agriculture and Farmers Welfare,RKVY,YES
