Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
4379693174,ABCDE1325F,1,59891,Yes,0,70629,Unemployed,61,Own,147015,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
9610390844,ABCDE1197F,4,74151,No,1,61275,Self-Employed,18,Own,131921,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
6660669171,ABCDE3996F,3,88997,No,0,254686,Employed,67,No Property,122292,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
2381636214,ABCDE4589F,1,49211,Yes,0,71429,Unemployed,66,No Property,58061,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
2617617231,ABCDE3112F,2,13538,No,2,175598,Unemployed,23,No Property,269108,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
5085813311,ABCDE1606F,0,49270,Yes,2,64027,Self-Employed,55,No Property,107509,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
3508618008,ABCDE2532F,4,18160,No,0,289459,Unemployed,73,Rent,318951,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
4612262427,ABCDE5613F,4,81302,No,1,274300,Employed,61,No Property,257032,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
6837580777,ABCDE7072F,2,80609,Yes,2,148889,Self-Employed,63,Own,130083,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
6200324074,ABCDE3169F,0,53177,No,0,92800,Self-Employed,32,Own,106926,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5646420116,ABCDE8778F,2,39910,No,0,230348,Self-Employed,39,Rent,150851,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
9541479093,ABCDE9891F,3,67622,No,1,193005,Employed,33,Own,277484,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
4987523679,ABCDE5291F,2,64392,Yes,0,86152,Employed,25,No Property,97521,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
9336554375,ABCDE5758F,1,24870,Yes,1,88073,Employed,33,Rent,47904,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2022766420,ABCDE1427F,1,21438,No,2,202687,Unemployed,52,No Property,163093,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
3727973901,ABCDE7795F,5,61537,No,2,171574,Self-Employed,73,No Property,346290,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
1339731104,ABCDE8507F,0,47171,Yes,0,196788,Employed,37,Rent,125869,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
7463134344,ABCDE1296F,0,52239,Yes,2,140201,Unemployed,24,Rent,130714,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
1415874015,ABCDE8903F,5,17238,No,0,42870,Unemployed,29,No Property,148213,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
5255491589,ABCDE5473F,1,43285,No,0,69762,Self-Employed,31,Rent,74654,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
8277938418,ABCDE8933F,1,64193,No,2,230366,Employed,51,Rent,260030,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
2283765589,ABCDE8025F,0,40488,No,0,86745,Employed,34,No Property,41844,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
8467296033,ABCDE3366F,5,5704,Yes,0,250354,Employed,45,Own,308675,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
7520883253,ABCDE1219F,1,8444,No,2,78484,Employed,33,No Property,103280,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
2015720976,ABCDE3799F,2,92229,Yes,0,140938,Self-Employed,70,No Property,54811,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
1539004002,ABCDE6306F,3,54895,No,0,155642,Employed,73,No Property,336548,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
3887963865,ABCDE2855F,1,47190,Yes,0,91895,Employed,54,Rent,64096,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
9004177577,ABCDE6962F,5,91883,Yes,0,257217,Unemployed,74,Rent,238387,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
2723969784,ABCDE7979F,0,54875,No,0,143575,Employed,34,Rent,50677,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
8291636402,ABCDE7683F,3,41848,Yes,2,160402,Employed,19,Own,360356,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
7114609247,ABCDE1720F,1,54398,No,1,135983,Employed,39,Own,149009,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
4566707557,ABCDE1720F,3,57922,No,2,206077,Employed,61,Rent,275323,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
1583131083,ABCDE5112F,0,66530,No,2,139973,Self-Employed,45,Own,73082,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
3884028220,ABCDE1327F,4,62739,Yes,0,65234,Employed,50,No Property,149871,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
5979716845,ABCDE3348F,2,99076,No,1,64811,Self-Employed,61,Own,98695,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
9688504808,ABCDE8598F,2,13206,Yes,0,45180,Employed,29,No Property,24961,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4155783475,ABCDE3854F,5,42735,No,2,26254,Self-Employed,61,No Property,85981,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
1641993273,ABCDE8199F,1,65796,No,1,191246,Employed,54,Own,261568,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
8869769476,ABCDE3617F,0,92043,Yes,2,274764,Employed,32,Rent,190090,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
2319270060,ABCDE6024F,5,31834,No,1,277475,Employed,19,Rent,234157,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
7668828450,ABCDE1702F,0,55058,Yes,0,81497,Employed,64,Own,112367,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
5406650100,ABCDE5780F,1,21769,Yes,0,92125,Unemployed,58,Own,35098,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
1624270978,ABCDE4569F,0,85432,No,1,242002,Employed,32,Rent,290447,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
6357844163,ABCDE2385F,1,77874,No,2,70289,Employed,65,No Property,141869,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8435242513,ABCDE8391F,2,39516,No,1,62848,Self-Employed,35,Rent,121093,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
2397807186,ABCDE7380F,2,95420,Yes,1,126037,Self-Employed,48,Own,105916,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8856766279,ABCDE5961F,2,74956,Yes,1,124346,Self-Employed,26,Rent,64214,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3643719087,ABCDE3072F,4,12440,No,2,133570,Employed,70,No Property,28010,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
4814807768,ABCDE4024F,2,87324,Yes,1,63059,Unemployed,32,Own,88414,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
4427265193,ABCDE9130F,3,45609,No,2,177257,Employed,71,Rent,232348,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
2351599743,ABCDE7760F,4,47842,No,2,121397,Employed,68,Rent,56046,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
8934988507,ABCDE3322F,0,92129,Yes,2,84436,Unemployed,53,Rent,77570,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
3382209150,ABCDE3358F,0,85903,Yes,1,192080,Employed,47,No Property,399766,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
6889761273,ABCDE1115F,0,43061,No,1,142918,Self-Employed,47,Rent,120832,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
5778592520,ABCDE6461F,4,86978,Yes,2,227474,Employed,36,Own,129019,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
3399596841,ABCDE1504F,1,78160,Yes,1,213164,Employed,47,Own,272768,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
3631823641,ABCDE1439F,5,19909,Yes,2,172103,Self-Employed,23,Own,328408,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
5054815857,ABCDE2969F,2,60272,Yes,0,277673,Self-Employed,31,Own,303788,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
7258611997,ABCDE5466F,3,18642,Yes,0,39689,Employed,66,No Property,66914,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
1269710719,ABCDE1412F,1,52523,Yes,1,186112,Self-Employed,65,No Property,216190,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
8046973304,ABCDE6517F,3,67000,Yes,1,241541,Employed,73,No Property,182744,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
4304271368,ABCDE5991F,4,38174,No,1,155051,Unemployed,68,Own,108366,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
3978932065,ABCDE8106F,4,62628,No,0,131561,Employed,45,Own,140373,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
5158342420,ABCDE8687F,0,39100,Yes,2,172531,Employed,64,Rent,212144,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
9317395800,ABCDE9924F,0,60371,No,1,166289,Employed,38,Own,125339,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
9107188254,ABCDE1358F,1,81223,Yes,0,66292,Self-Employed,48,Rent,39242,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
9281203149,ABCDE3560F,5,12247,No,2,150171,Self-Employed,54,Own,162035,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
3827182467,ABCDE7513F,3,71772,Yes,1,191462,Employed,70,Rent,150822,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
2139704279,ABCDE5157F,3,19928,Yes,1,284461,Self-Employed,42,Rent,294233,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2914200556,ABCDE3926F,1,49246,No,1,51391,Employed,59,No Property,49819,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
2723062102,ABCDE6059F,5,17201,Yes,2,28665,Employed,55,Own,106681,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
7705956548,ABCDE6385F,4,90312,Yes,2,51935,Employed,34,Own,54703,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
5934043538,ABCDE7759F,3,52065,No,0,178677,Employed,19,No Property,260892,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
7285521729,ABCDE2279F,2,49696,No,2,62795,Self-Employed,38,No Property,75417,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
3495022589,ABCDE9675F,2,99506,No,0,73501,Employed,19,No Property,83378,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
5745316439,ABCDE1528F,5,89813,Yes,0,217288,Employed,23,No Property,186823,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9348762362,ABCDE1527F,1,20553,Yes,2,126236,Employed,32,Own,33662,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
8699650293,ABCDE5256F,0,39753,No,2,84842,Employed,37,Own,32694,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
3094676180,ABCDE6117F,1,98614,Yes,1,74683,Self-Employed,61,Own,104855,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
1289908756,ABCDE4627F,3,62509,No,2,54048,Unemployed,33,Own,68871,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
3405150757,ABCDE9263F,5,90767,No,2,288185,Self-Employed,67,Own,383969,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
8222037299,ABCDE7209F,2,61964,Yes,0,153275,Employed,48,No Property,329407,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
9292108211,ABCDE4594F,2,60797,No,2,81432,Self-Employed,64,Own,26442,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
5317260216,ABCDE3402F,0,85806,No,1,239799,Unemployed,50,No Property,181358,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
4840167085,ABCDE9157F,5,17501,No,0,287272,Unemployed,39,Own,398035,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
2627592743,ABCDE9522F,1,73179,Yes,2,132407,Unemployed,41,No Property,79615,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
8764813534,ABCDE1435F,4,10460,Yes,1,102379,Unemployed,18,No Property,111894,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
4526603973,ABCDE6263F,5,62431,No,0,42294,Employed,35,Rent,127744,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
4626244341,ABCDE6206F,5,92074,No,2,128145,Employed,61,Rent,148669,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
1320467376,ABCDE6369F,1,98040,No,1,125571,Employed,43,Rent,41387,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
1867291815,ABCDE7654F,2,54913,No,1,234116,Self-Employed,26,Rent,294662,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3441051113,ABCDE3882F,5,86869,No,0,266437,Employed,20,Rent,111243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
8797716105,ABCDE5678F,0,9308,Yes,1,43601,Self-Employed,55,Own,144158,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
9139967190,ABCDE5267F,3,79311,No,2,92463,Self-Employed,37,Rent,26511,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
3738513544,ABCDE5849F,5,34705,No,1,187289,Unemployed,34,Own,327083,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
5443443567,ABCDE7311F,0,95271,No,2,88440,Employed,46,No Property,73301,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
5073679046,ABCDE7901F,0,60534,No,2,115307,Self-Employed,33,Rent,95779,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
7764092240,ABCDE8202F,5,12341,Yes,0,130983,Employed,34,Own,117680,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
9748933899,ABCDE3862F,3,25391,No,1,96083,Employed,53,No Property,33804,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
1520021161,ABCDE3695F,0,62959,No,0,148898,Employed,40,Own,72834,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
2869824022,ABCDE1083F,5,89239,No,1,98392,Unemployed,45,No Property,129188,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
4267441471,ABCDE6900F,1,89931,Yes,2,167373,Employed,34,Rent,116978,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
3063874568,ABCDE4508F,4,6990,No,2,268771,Employed,73,Own,368238,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
2592771018,ABCDE3113F,2,48238,Yes,2,144821,Employed,28,Own,144564,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
4629376384,ABCDE6191F,3,33549,Yes,1,278947,Employed,35,Rent,218096,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
3045694253,ABCDE7927F,2,80532,Yes,1,49289,Self-Employed,50,Rent,54666,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
9015593236,ABCDE1077F,3,75367,No,2,160573,Employed,45,Rent,154904,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
5928826401,ABCDE5004F,5,74061,Yes,0,125312,Self-Employed,40,Own,144689,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
2045745556,ABCDE1428F,0,79085,Yes,0,203084,Self-Employed,62,No Property,287245,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
5677885982,ABCDE4173F,0,57363,Yes,0,136108,Employed,72,Rent,148410,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
2606656855,ABCDE6515F,5,83570,No,2,54106,Employed,46,Own,87502,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
9144710272,ABCDE1786F,1,91102,No,2,42880,Employed,44,No Property,111410,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
5803962537,ABCDE4629F,1,76745,No,1,197295,Employed,63,No Property,374664,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
7083134759,ABCDE5374F,4,46271,No,0,221963,Self-Employed,26,No Property,318548,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
6083277268,ABCDE1997F,3,51605,Yes,2,153340,Employed,40,Rent,254831,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
1993931297,ABCDE2742F,0,37587,Yes,0,295360,Employed,67,Own,286712,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
6524646219,ABCDE7341F,4,75558,Yes,1,156529,Employed,28,Rent,351715,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
9036957349,ABCDE6930F,4,92394,Yes,1,124588,Self-Employed,45,No Property,66554,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
4821160937,ABCDE2692F,1,12353,No,2,193004,Employed,65,Own,172363,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
2505146338,ABCDE7914F,4,78499,No,1,293290,Employed,32,Own,397846,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
2956789652,ABCDE7781F,2,51367,Yes,1,219546,Employed,22,Rent,364018,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
6297300251,ABCDE8844F,0,48435,Yes,2,194173,Unemployed,18,Rent,223104,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
7817620870,ABCDE9591F,1,9342,No,2,62207,Employed,75,Rent,87172,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
5267893668,ABCDE3228F,5,44310,Yes,1,51573,Unemployed,27,Own,67256,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
7754221550,ABCDE3018F,3,85166,No,2,88823,Employed,44,No Property,121152,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
3305461729,ABCDE8898F,5,70599,No,2,126508,Employed,68,Own,97554,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
1393449135,ABCDE2244F,1,42336,No,2,177397,Employed,21,No Property,361544,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
5954007793,ABCDE3426F,5,58964,Yes,0,266425,Self-Employed,40,Rent,203500,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2011265554,ABCDE7916F,0,66466,Yes,2,259549,Self-Employed,46,Rent,375304,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
4655134806,ABCDE9617F,4,59015,Yes,1,190040,Unemployed,75,No Property,334288,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
2469345293,ABCDE7677F,3,42118,Yes,2,222121,Employed,31,No Property,369666,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9677353520,ABCDE4730F,3,91064,No,1,253605,Employed,69,Own,212025,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
1491119937,ABCDE8549F,0,52316,Yes,2,114734,Employed,55,Own,52552,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
6378185129,ABCDE9248F,1,71430,Yes,2,44042,Unemployed,66,No Property,105148,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
2655422945,ABCDE9560F,2,37697,No,0,262030,Unemployed,44,Own,145843,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
3262322932,ABCDE8103F,5,75774,Yes,1,177892,Employed,47,No Property,138487,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
2745343757,ABCDE5055F,4,88198,Yes,1,70184,Employed,58,No Property,117217,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
9553004821,ABCDE5957F,5,91531,Yes,0,106454,Employed,36,No Property,51981,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
3365102040,ABCDE4659F,3,54472,Yes,2,117853,Unemployed,20,Own,98543,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
1518129499,ABCDE9435F,5,97909,No,0,118609,Employed,66,Rent,65262,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
4276728445,ABCDE1455F,2,6117,Yes,2,293351,Employed,64,Own,361376,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
4517592132,ABCDE1108F,3,35243,Yes,2,213745,Employed,31,Own,185627,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
1609673184,ABCDE2819F,5,39751,No,1,154126,Unemployed,41,Rent,149015,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
5127853328,ABCDE1964F,4,19412,Yes,1,202643,Unemployed,24,Rent,227193,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
7166022780,ABCDE7309F,2,83910,Yes,2,51261,Employed,57,Rent,148104,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
6317939295,ABCDE1647F,1,46644,No,0,289591,Employed,39,No Property,230188,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
9095652583,ABCDE9503F,1,32859,Yes,2,48127,Employed,31,Rent,44522,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
4073667269,ABCDE2328F,4,72861,No,0,136845,Employed,72,Own,99889,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
7954166448,ABCDE9914F,2,79746,No,2,250378,Employed,31,Own,122607,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
8172995386,ABCDE6500F,0,79569,No,2,194152,Unemployed,33,No Property,317806,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
1697375988,ABCDE4767F,4,24941,Yes,2,167373,Employed,26,No Property,316289,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
7014585953,ABCDE5262F,0,24186,Yes,0,293927,Self-Employed,48,No Property,307387,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
3873064221,ABCDE2120F,4,61212,No,0,276112,Employed,18,Own,155731,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2078277381,ABCDE5799F,4,85201,Yes,0,237706,Employed,32,No Property,277906,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
3755910862,ABCDE3559F,3,33391,Yes,2,47739,Unemployed,73,No Property,99737,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
3878456288,ABCDE8680F,3,85851,Yes,2,218617,Self-Employed,60,Own,192140,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
1665063736,ABCDE7098F,4,70658,Yes,0,97656,Employed,29,No Property,33694,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
1462720758,ABCDE4261F,0,81564,Yes,2,63414,Employed,56,Own,104714,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
3844222597,ABCDE1490F,4,56343,Yes,2,28673,Employed,28,No Property,91653,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
1946815966,ABCDE6057F,2,83817,Yes,0,90013,Employed,64,No Property,83510,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
5186142807,ABCDE3586F,2,63260,Yes,2,236646,Self-Employed,42,No Property,291306,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
6854106281,ABCDE1880F,1,19802,No,1,155463,Self-Employed,27,Own,259102,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
6350410436,ABCDE2333F,2,23892,No,0,32760,Employed,66,No Property,73976,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8714828998,ABCDE2376F,2,68757,No,2,114325,Self-Employed,71,Own,84337,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
9001617938,ABCDE9363F,3,62817,No,2,157181,Employed,73,Rent,206107,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
3441410600,ABCDE6016F,1,58646,Yes,0,224941,Employed,27,Own,235189,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3970535263,ABCDE4395F,4,77701,Yes,1,103409,Unemployed,55,No Property,91137,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
7773428927,ABCDE4784F,5,17330,Yes,0,43118,Self-Employed,25,Rent,130045,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
5307646406,ABCDE3810F,1,94226,Yes,0,247151,Self-Employed,72,No Property,114038,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5754179108,ABCDE8957F,4,55486,Yes,1,67359,Employed,61,Rent,28290,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
3433961078,ABCDE9035F,0,8806,Yes,2,291085,Unemployed,21,Own,337896,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2987667780,ABCDE6959F,1,26022,No,1,93140,Employed,70,No Property,26503,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
4211242315,ABCDE2679F,3,52487,No,0,151598,Unemployed,32,Own,109102,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
4197750294,ABCDE5414F,5,18957,Yes,1,60991,Unemployed,40,No Property,140520,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
6439533991,ABCDE3135F,2,72770,Yes,2,253541,Employed,40,No Property,234986,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2754908900,ABCDE4961F,0,51095,Yes,2,60034,Employed,32,Own,60376,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
1899524699,ABCDE7590F,3,49850,No,0,62826,Employed,63,Own,50142,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
9486879142,ABCDE6279F,4,67219,No,0,90603,Employed,42,Own,67024,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
1733886228,ABCDE3889F,3,20941,No,2,40787,Unemployed,75,No Property,47096,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
8375099103,ABCDE7957F,1,74143,No,1,274559,Unemployed,54,Rent,118185,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
