Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,marital_status
Person_575,5525528237,ABCDE3041F,0,85021,Yes,1,64621,Self-Employed,24,None,243151,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_269,6187369989,ABCDE7187F,4,17650,No,2,795178,Self-Employed,42,Own,282501,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_780,9853474577,ABCDE7810F,5,60785,No,0,722710,Self-Employed,19,None,118451,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_731,2935325378,ABCDE7429F,2,63626,No,2,160610,Unemployed,34,Own,59056,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_320,4444496912,ABCDE2555F,3,11321,Yes,1,952877,Self-Employed,66,Rent,88585,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_506,3925640268,ABCDE6962F,3,5409,Yes,0,147668,Self-Employed,64,Rent,192642,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_120,6313421119,ABCDE1335F,3,84754,Yes,2,350306,Employed,31,Own,428667,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_577,4013215129,ABCDE7102F,1,97984,No,1,438303,Self-Employed,37,Rent,320195,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_757,2227361255,ABCDE7060F,5,29261,Yes,2,793164,Unemployed,24,Own,230036,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_630,1270123550,ABCDE1474F,3,61000,Yes,0,288795,Employed,21,Own,199088,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_924,7128343251,ABCDE6878F,3,72546,No,0,470960,Employed,60,Rent,145418,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_699,8563086547,ABCDE5334F,2,48043,No,2,732872,Employed,66,Rent,219345,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_85,7982532020,ABCDE2047F,4,92466,No,2,731415,Self-Employed,46,None,56757,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_626,5075126542,ABCDE7331F,5,9377,Yes,2,129965,Self-Employed,48,Own,393462,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_198,9468951271,ABCDE6393F,1,49588,No,0,517941,Unemployed,69,Own,450115,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_791,5684016419,ABCDE7477F,2,49765,No,2,612891,Self-Employed,67,Rent,68312,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_661,7465178453,ABCDE9260F,5,85563,No,1,736379,Unemployed,25,None,420836,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_546,5301939256,ABCDE8320F,1,74227,No,0,349510,Self-Employed,66,Own,210374,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_896,7288661298,ABCDE5534F,3,73195,No,1,870879,Self-Employed,50,Own,375355,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_837,1970369682,ABCDE1394F,5,9118,Yes,1,616974,Unemployed,67,Own,443785,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_211,1597399582,ABCDE4389F,4,86928,Yes,2,901790,Employed,66,Rent,35596,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_817,8618611281,ABCDE7024F,2,84244,Yes,1,933873,Self-Employed,39,Own,292668,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_186,9230806638,ABCDE5877F,3,88939,No,0,623143,Employed,20,None,124387,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_605,2719897892,ABCDE7821F,5,94147,No,2,691516,Unemployed,73,None,495708,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_508,5125317629,ABCDE9030F,5,12289,Yes,0,642376,Employed,40,Own,211480,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_629,4419499138,ABCDE7677F,1,67764,Yes,0,241794,Unemployed,67,Own,11176,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_231,5160249553,ABCDE5631F,3,99500,Yes,1,913191,Unemployed,60,Own,329851,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_549,1844028858,ABCDE8165F,0,12115,Yes,1,905117,Employed,31,Own,337844,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_584,4885743962,ABCDE9198F,4,7346,Yes,0,805233,Employed,56,Own,492332,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_649,5605415903,ABCDE2029F,3,50136,Yes,2,481815,Self-Employed,26,None,52541,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_319,8448266155,ABCDE7389F,4,30952,Yes,0,323007,Employed,31,Own,457887,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_415,4568774194,ABCDE3640F,0,71917,No,0,524199,Unemployed,23,None,37908,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_880,3828773882,ABCDE6430F,3,17288,Yes,0,552967,Self-Employed,39,Own,485321,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_723,6389785690,ABCDE7601F,2,84661,Yes,1,693213,Unemployed,37,Own,23807,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_278,9390196494,ABCDE5937F,2,6841,Yes,2,851737,Unemployed,40,Rent,399623,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_43,6349917417,ABCDE4982F,2,75167,No,2,511541,Self-Employed,50,Rent,235973,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_506,5345223280,ABCDE9835F,4,58559,No,2,644346,Self-Employed,60,Own,391864,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_519,6976710552,ABCDE1466F,0,81814,No,0,912549,Unemployed,49,Rent,30703,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_809,4451053863,ABCDE8763F,3,46258,Yes,1,818333,Unemployed,71,Rent,296615,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_103,6448417624,ABCDE7331F,0,25376,No,1,545726,Employed,69,Rent,205244,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_988,9708669795,ABCDE6317F,1,81104,Yes,2,377748,Employed,56,Own,32362,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_103,2130612329,ABCDE4305F,3,89127,No,1,293296,Employed,20,Rent,140157,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_58,4391778829,ABCDE9304F,1,5926,Yes,2,92692,Unemployed,25,Own,312538,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_164,9006772117,ABCDE7360F,2,6300,No,1,742850,Unemployed,37,Rent,94938,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_400,1307064939,ABCDE5325F,5,69862,Yes,1,523245,Self-Employed,47,None,391453,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_68,9358211067,ABCDE5363F,5,50400,No,1,537887,Employed,29,Own,434825,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_464,6061713554,ABCDE1784F,1,25556,Yes,2,319776,Self-Employed,66,Rent,406419,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_18,2764125060,ABCDE1686F,4,51046,No,1,981397,Employed,49,None,164532,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_445,9775825032,ABCDE3745F,3,89550,Yes,1,448582,Self-Employed,57,Own,417525,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_802,4658807926,ABCDE7584F,5,97903,Yes,2,921392,Self-Employed,21,Own,453837,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_786,4730390653,ABCDE6030F,3,6463,Yes,1,329130,Self-Employed,41,None,24287,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_933,8114046415,ABCDE9061F,5,40246,Yes,1,102053,Unemployed,47,Own,305222,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_284,9360802417,ABCDE9613F,4,72320,No,1,950303,Self-Employed,38,Rent,126540,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_269,7288594105,ABCDE1264F,4,96980,No,1,251104,Unemployed,29,Own,388026,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_789,6423186293,ABCDE1034F,2,88962,Yes,2,552570,Employed,62,Rent,175803,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_374,5573136023,ABCDE8816F,3,16524,Yes,1,480514,Self-Employed,68,None,122106,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_76,1576632608,ABCDE7978F,1,8424,No,2,728128,Unemployed,72,None,405858,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_165,6866183426,ABCDE2600F,1,13285,Yes,1,417901,Employed,48,None,124136,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_812,7486019639,ABCDE8102F,1,83760,No,1,608701,Unemployed,69,Own,38339,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_833,5475181828,ABCDE4579F,1,95289,Yes,2,990141,Employed,68,None,211728,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_45,7365706630,ABCDE4826F,1,85493,Yes,1,525210,Self-Employed,74,Rent,387701,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_552,4554622083,ABCDE1234F,0,70276,No,0,643936,Self-Employed,23,None,374196,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_980,5292499454,ABCDE8847F,2,97160,Yes,1,216874,Self-Employed,34,None,411543,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_175,1708766843,ABCDE5505F,5,14161,No,0,707372,Unemployed,38,Rent,315300,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_750,9298134707,ABCDE8163F,5,72357,Yes,2,212212,Unemployed,27,None,283186,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_277,4799994095,ABCDE1473F,0,8089,Yes,0,385651,Unemployed,31,Rent,182724,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_4,6811952950,ABCDE3587F,3,15916,Yes,0,996889,Employed,75,Own,145510,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_669,3431049941,ABCDE8962F,0,5077,No,2,768002,Employed,75,Own,104067,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_346,9776986692,ABCDE5777F,3,87976,Yes,1,607092,Self-Employed,61,None,243705,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_790,9286411997,ABCDE9254F,1,47186,Yes,1,371426,Unemployed,31,Rent,164306,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_322,2746570119,ABCDE3381F,3,78251,No,2,684394,Self-Employed,63,Own,257250,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_921,2828383531,ABCDE4402F,2,5381,No,2,843995,Employed,59,Rent,105586,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_430,3281999395,ABCDE2572F,1,24793,Yes,1,877632,Unemployed,63,Rent,212252,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_985,6637829318,ABCDE5654F,3,35249,Yes,0,450966,Self-Employed,55,None,298542,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_703,3367125261,ABCDE1027F,1,49017,Yes,2,294508,Employed,23,Rent,356071,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_428,4602872216,ABCDE2379F,2,90419,No,2,873723,Self-Employed,49,Own,380855,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_838,2291414394,ABCDE5473F,4,78811,Yes,2,710932,Unemployed,23,None,447207,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_395,9295551019,ABCDE6369F,4,25478,No,2,965684,Unemployed,51,Own,417571,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_115,9292710372,ABCDE1467F,1,22739,Yes,1,560633,Employed,22,Rent,488685,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_795,2820409100,ABCDE8067F,1,71583,No,2,797868,Self-Employed,39,None,176039,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_53,6731056313,ABCDE2678F,0,93345,No,0,385089,Self-Employed,33,None,22345,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_350,3081571296,ABCDE1703F,4,93587,Yes,1,435018,Self-Employed,47,None,215831,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_364,9761092305,ABCDE2310F,0,43882,Yes,2,262962,Unemployed,61,Own,182768,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_816,2690450085,ABCDE5848F,2,93841,No,0,968648,Self-Employed,56,None,174462,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_176,5123431003,ABCDE6073F,1,36580,No,0,853836,Employed,62,None,256052,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_356,6305290354,ABCDE6414F,0,13724,Yes,2,996748,Employed,52,Own,460057,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_84,7482099187,ABCDE3877F,3,88608,No,1,270950,Employed,62,Rent,237545,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_598,4504956125,ABCDE4545F,3,57961,No,0,268613,Self-Employed,59,None,49928,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_104,1277714233,ABCDE9637F,2,80187,Yes,1,509446,Self-Employed,72,Rent,450059,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_470,7969047705,ABCDE1982F,4,99850,Yes,1,512110,Self-Employed,67,Rent,497174,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_722,5612021879,ABCDE2254F,1,11620,Yes,0,518646,Employed,63,Rent,73822,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_794,8113534049,ABCDE9830F,4,49747,No,0,496772,Employed,34,Own,90087,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_705,9172636218,ABCDE4296F,5,88573,Yes,2,771698,Self-Employed,69,None,9968,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_526,5050514818,ABCDE9634F,1,84596,No,1,140323,Self-Employed,50,Own,230259,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_745,4254766205,ABCDE9259F,3,34620,Yes,0,250138,Employed,58,Own,67462,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_448,5440385963,ABCDE3206F,4,34785,Yes,0,675998,Employed,66,None,349071,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_612,8314500666,ABCDE2224F,0,44235,No,0,778314,Unemployed,61,Own,167185,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_664,6396062888,ABCDE6705F,1,27039,Yes,2,73793,Employed,48,Own,39457,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_751,9201492766,ABCDE5231F,4,91444,No,2,472952,Employed,71,None,294213,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_102,2919114623,ABCDE7144F,4,72639,No,2,378185,Unemployed,59,None,246171,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_27,6208465663,ABCDE6240F,2,13708,Yes,0,356384,Employed,65,Own,24779,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_286,5252098477,ABCDE9312F,5,95941,No,0,572331,Unemployed,50,Own,487082,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_354,1267396946,ABCDE6085F,2,28600,Yes,1,534788,Unemployed,43,None,319226,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_957,2420263141,ABCDE4449F,5,90209,No,1,184534,Employed,19,None,447250,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_227,6064596831,ABCDE9537F,2,17581,No,2,999857,Self-Employed,68,None,173454,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_892,5224914760,ABCDE1535F,4,76954,No,1,837080,Self-Employed,62,Own,217538,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_335,7808301637,ABCDE3028F,4,87695,No,0,191074,Self-Employed,44,None,472808,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_746,6917474445,ABCDE4432F,5,60786,Yes,2,263758,Unemployed,70,None,59075,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_672,9067134262,ABCDE1435F,0,80304,Yes,0,496825,Self-Employed,64,Rent,41522,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_336,5971046051,ABCDE1604F,5,81460,Yes,2,669233,Unemployed,39,None,228775,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_181,2818186991,ABCDE7828F,4,92341,No,0,396969,Self-Employed,75,None,291640,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_418,9310442666,ABCDE7995F,3,95135,Yes,2,501170,Unemployed,38,Own,35933,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_438,6186160219,ABCDE7719F,4,27585,No,2,288938,Unemployed,26,Rent,262824,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_17,5389733920,ABCDE6292F,0,92666,Yes,1,971020,Unemployed,30,None,81608,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_828,6039272525,ABCDE3413F,4,86006,No,0,578069,Unemployed,75,Rent,229160,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_70,4723925056,ABCDE9695F,0,41358,Yes,0,398407,Employed,38,Rent,411764,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_824,9780346664,ABCDE9106F,1,37874,No,1,962726,Employed,24,Rent,48221,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_252,3171437315,ABCDE3995F,5,51877,Yes,2,461709,Unemployed,38,Own,379072,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_724,7036150964,ABCDE3415F,4,22610,No,0,403083,Self-Employed,18,Rent,438665,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_651,5745306825,ABCDE6974F,1,5435,Yes,0,143168,Unemployed,44,None,438891,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_167,2171254132,ABCDE7113F,3,22823,No,0,420792,Self-Employed,67,Rent,84062,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_405,7032055307,ABCDE4082F,0,38173,Yes,1,694797,Employed,34,None,185945,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_541,3324111098,ABCDE2260F,5,42965,Yes,2,249527,Self-Employed,46,Rent,353307,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_130,7729787012,ABCDE4742F,4,26020,No,1,316636,Unemployed,55,Rent,320540,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_648,7236125400,ABCDE5117F,5,45413,Yes,2,242078,Unemployed,48,None,369635,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_623,7657026882,ABCDE9205F,4,66141,No,1,995284,Unemployed,57,Own,221663,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_58,7931223125,ABCDE7033F,1,34339,Yes,1,690384,Unemployed,70,None,319201,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_230,4211594281,ABCDE1360F,5,69923,No,1,968641,Employed,44,None,401920,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_424,7704151336,ABCDE2869F,0,42386,No,2,944456,Employed,73,Own,161424,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_651,4618860152,ABCDE2938F,2,50636,Yes,0,941942,Self-Employed,54,None,438109,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_722,5380660440,ABCDE3831F,5,49530,Yes,1,814280,Employed,30,Own,92904,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_885,3469693952,ABCDE9795F,2,65523,Yes,0,80727,Self-Employed,67,None,117045,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_858,8160143741,ABCDE3883F,2,61305,Yes,2,386202,Self-Employed,32,Own,245113,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_93,7711839566,ABCDE5561F,3,77136,No,1,224460,Employed,56,None,133687,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_707,3374275766,ABCDE7673F,5,46740,Yes,0,962579,Self-Employed,75,None,132159,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_718,1960491491,ABCDE2875F,5,96315,Yes,2,166684,Unemployed,43,Own,421390,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_624,3231061853,ABCDE6254F,0,98234,Yes,1,501853,Self-Employed,66,Rent,181702,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_166,9077950039,ABCDE2871F,0,68655,Yes,2,531221,Self-Employed,41,Rent,331471,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_324,9280205084,ABCDE1242F,3,29993,No,0,406372,Employed,50,Rent,312497,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_569,9665058532,ABCDE3173F,3,79387,Yes,0,100247,Self-Employed,59,Own,176562,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_798,6751976672,ABCDE6760F,3,83178,No,0,604140,Unemployed,41,Own,332196,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_872,2394295628,ABCDE7679F,5,89137,No,2,957959,Self-Employed,71,Own,192131,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_173,5241393224,ABCDE2285F,5,33747,No,1,942114,Self-Employed,29,Rent,400259,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_145,7457523051,ABCDE1691F,3,29745,Yes,1,953200,Self-Employed,74,None,72145,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_567,6729413896,ABCDE6907F,1,98761,Yes,2,376515,Self-Employed,36,Own,122408,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_51,2294505812,ABCDE1903F,1,99103,No,1,525286,Employed,24,None,289579,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_429,5875371119,ABCDE1976F,0,38210,No,1,652293,Employed,46,Own,119279,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_893,2784183942,ABCDE5296F,1,83138,No,1,929092,Unemployed,36,None,334742,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_349,8344794594,ABCDE9987F,2,56544,Yes,1,915362,Self-Employed,50,Rent,385816,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_87,5583724362,ABCDE5353F,4,51733,Yes,2,655573,Employed,75,Rent,244576,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_488,3091900916,ABCDE9408F,1,63478,Yes,2,152187,Employed,54,None,464784,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_256,9411198446,ABCDE6258F,0,6109,No,1,62366,Employed,26,Rent,342392,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_812,4643381854,ABCDE9742F,2,86770,No,0,385547,Employed,48,None,195380,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_603,6455087609,ABCDE2899F,0,28758,No,0,405789,Employed,72,None,360896,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_9,1839150324,ABCDE6227F,0,90685,No,0,477803,Employed,65,None,407776,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_794,2370842603,ABCDE4210F,4,64961,No,1,438356,Employed,70,Own,75563,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_143,2884499390,ABCDE7561F,4,77810,Yes,2,727398,Unemployed,40,Rent,314309,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_808,2824997808,ABCDE3044F,5,91058,No,2,680554,Unemployed,21,Rent,488615,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_359,7337360864,ABCDE9719F,2,79239,No,1,753971,Unemployed,45,Own,398540,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_3,1384099866,ABCDE6781F,0,36335,No,1,403318,Employed,49,Own,287701,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_416,3162550849,ABCDE6764F,3,23072,Yes,1,209103,Self-Employed,38,Rent,7678,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_983,1624645343,ABCDE5901F,2,64177,No,1,757661,Self-Employed,62,Rent,30361,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_430,3416129837,ABCDE7184F,1,24877,Yes,1,586169,Unemployed,75,Own,124041,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_751,4997146532,ABCDE8066F,3,80199,No,1,525582,Unemployed,21,Own,473655,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_714,2613773955,ABCDE4536F,2,67059,No,0,700683,Employed,35,Rent,336569,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_1,7708526383,ABCDE8030F,1,39143,Yes,2,714028,Self-Employed,70,None,47488,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_480,2060773335,ABCDE6292F,3,46704,No,2,845650,Self-Employed,39,Rent,310099,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_19,9094269459,ABCDE3243F,5,45145,No,1,804994,Employed,55,Own,48378,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_510,1248134752,ABCDE9564F,2,58717,Yes,2,647805,Employed,20,Rent,463461,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_931,5993995372,ABCDE2376F,1,91053,Yes,0,707072,Self-Employed,68,None,172132,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_392,4304191373,ABCDE9568F,2,12406,Yes,0,979906,Employed,36,Rent,202669,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_958,8871168482,ABCDE6936F,4,98561,Yes,0,596001,Employed,51,Rent,54249,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_324,3069598361,ABCDE3792F,5,45724,Yes,2,840399,Self-Employed,20,Rent,425408,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_97,8236448203,ABCDE7566F,2,44529,No,1,326550,Unemployed,41,Own,245143,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_87,4755398905,ABCDE1325F,0,84446,Yes,0,985603,Unemployed,60,None,66885,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
