Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_98,213975516154,ABCDE9011F,4,89600,Yes,0,236935,Employed,38,Own,215793,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_347,930995756274,ABCDE2646F,1,25448,Yes,2,26195,Employed,66,Rent,142029,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_775,442333761201,ABCDE4911F,4,13402,No,2,183529,Employed,60,No Property,284160,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_414,712722257806,ABCDE9620F,0,50869,Yes,2,130743,Self-Employed,60,No Property,25442,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_590,606361289264,ABCDE3781F,5,47387,Yes,1,55677,Unemployed,42,No Property,40629,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_373,741666825564,ABCDE5546F,4,15522,No,1,218991,Employed,46,Rent,353406,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_945,284501567582,ABCDE7242F,3,70258,No,2,241155,Employed,32,Rent,331120,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_379,361369932810,ABCDE4893F,1,41579,No,0,161583,Employed,75,Own,142317,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_119,648692548012,ABCDE2444F,4,67442,No,2,270538,Employed,69,No Property,268941,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_560,104627666749,ABCDE4732F,0,17427,Yes,0,260186,Self-Employed,24,Rent,126800,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_92,842078662922,ABCDE1212F,5,39269,No,2,197560,Employed,72,Own,178692,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_478,967721504977,ABCDE7875F,0,19486,Yes,1,106317,Employed,36,No Property,137333,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_881,455483393829,ABCDE8783F,5,33608,No,2,114143,Employed,64,No Property,118931,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_486,392317891267,ABCDE8434F,0,94840,No,1,277461,Self-Employed,26,No Property,321442,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_896,477381337410,ABCDE6886F,0,89280,Yes,0,135092,Employed,54,No Property,89006,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_790,917503317843,ABCDE2853F,2,14527,No,2,291068,Employed,60,No Property,352925,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_413,536962228874,ABCDE8440F,2,49777,Yes,0,223678,Employed,74,No Property,207363,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_589,650916563710,ABCDE8881F,2,81595,Yes,1,236172,Employed,44,Own,297607,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_103,111910885159,ABCDE3687F,2,14567,No,0,32961,Employed,20,No Property,100968,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_986,738927146510,ABCDE3506F,0,65466,No,1,241793,Self-Employed,67,Own,358630,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_435,767782219914,ABCDE9111F,0,45097,No,1,173980,Self-Employed,32,No Property,380867,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_918,377436162087,ABCDE4334F,5,85279,Yes,1,251220,Employed,67,Own,159870,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_475,971469799353,ABCDE5399F,4,11454,No,1,280470,Employed,21,Rent,209120,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_67,892500518866,ABCDE1726F,1,24774,No,0,224830,Employed,30,Rent,226311,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_137,545703813894,ABCDE5017F,2,72192,No,1,264400,Employed,25,Rent,363805,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_155,427940711296,ABCDE4235F,1,82384,No,2,297134,Self-Employed,18,No Property,226758,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_450,358526654020,ABCDE4866F,4,22970,No,0,176160,Employed,71,No Property,377840,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_217,579402486636,ABCDE3482F,1,99446,Yes,1,119578,Employed,66,Own,139430,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_770,192916149702,ABCDE5281F,4,53768,No,2,172306,Employed,30,Own,381509,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_831,465150505925,ABCDE5827F,1,80007,No,1,79025,Self-Employed,51,No Property,125372,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_947,189990384795,ABCDE2089F,4,30704,No,0,85018,Employed,28,Rent,67216,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_82,840284780775,ABCDE5028F,0,70697,No,2,100496,Employed,46,Rent,131408,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_712,443197958314,ABCDE9466F,2,37623,No,1,75788,Employed,46,No Property,64391,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_901,447673724695,ABCDE8085F,3,67378,Yes,0,60816,Employed,64,Rent,45331,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_618,688256844900,ABCDE4225F,0,19516,No,0,145780,Employed,20,Own,104906,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_700,163497362647,ABCDE6546F,3,25255,Yes,0,28248,Employed,61,Own,69456,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_32,552010896613,ABCDE9897F,2,28077,Yes,2,218114,Employed,58,Rent,139601,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_724,926278224034,ABCDE7356F,2,43927,Yes,2,211179,Employed,57,Rent,299449,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_51,730954556216,ABCDE5934F,1,69377,Yes,1,94857,Self-Employed,22,Rent,23686,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_939,431677175777,ABCDE9112F,5,64027,Yes,1,224128,Unemployed,39,Own,363468,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_155,280928983474,ABCDE9933F,2,60142,Yes,1,71451,Employed,63,Rent,78267,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_967,631626564790,ABCDE6400F,1,22502,No,0,130362,Employed,31,No Property,41367,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_286,256401822406,ABCDE2350F,3,39910,Yes,2,167856,Employed,75,No Property,145177,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_793,976613444755,ABCDE1271F,2,86071,No,1,84602,Unemployed,18,Rent,109705,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_215,374686946290,ABCDE1953F,1,50725,Yes,2,28539,Self-Employed,44,Own,121042,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_879,574377965835,ABCDE7607F,1,99365,Yes,0,198514,Unemployed,30,Rent,338262,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_663,346911703633,ABCDE1993F,5,83938,No,2,229269,Employed,68,Own,191461,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_831,570900802294,ABCDE3883F,2,54322,No,0,279701,Unemployed,43,Rent,369082,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_744,400030880249,ABCDE1233F,2,49926,No,0,76954,Employed,36,Own,44592,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_442,254771356340,ABCDE8981F,3,79863,Yes,0,245366,Employed,72,No Property,353164,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_957,101378649560,ABCDE9131F,1,69093,No,1,189593,Unemployed,63,Own,302303,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_779,840637868033,ABCDE5928F,0,42107,Yes,0,117663,Employed,39,Own,63582,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_780,684103069783,ABCDE7280F,1,38538,Yes,2,118384,Self-Employed,30,Own,23853,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_865,464338730524,ABCDE8952F,2,85504,No,0,295376,Unemployed,65,No Property,113957,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_416,389893770797,ABCDE6698F,3,10322,Yes,0,80313,Employed,44,Own,126152,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_199,389394995275,ABCDE3469F,5,86805,No,2,261013,Unemployed,56,Rent,257764,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_215,928352820503,ABCDE9152F,2,44122,Yes,1,247065,Employed,22,No Property,193727,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_375,492576508646,ABCDE1432F,4,13085,Yes,0,178915,Employed,36,Rent,381980,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_644,312794753362,ABCDE6076F,3,25612,No,1,34327,Employed,38,No Property,141182,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_850,384832180173,ABCDE1299F,5,60661,Yes,2,162861,Employed,47,Own,269673,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_74,876397584951,ABCDE6112F,2,54507,No,1,194168,Employed,18,Own,121519,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_494,339495703202,ABCDE1022F,5,5062,Yes,0,102876,Employed,38,No Property,112373,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_233,601003397436,ABCDE1833F,2,20703,Yes,2,292306,Unemployed,37,Rent,287871,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_973,689911799118,ABCDE1746F,2,18918,Yes,0,66701,Employed,44,Own,61152,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_687,566091193838,ABCDE1915F,1,22410,Yes,1,176988,Employed,35,Own,395984,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_896,663939568563,ABCDE4352F,5,96481,Yes,1,230381,Employed,66,No Property,369374,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_200,156988710205,ABCDE5704F,0,46089,Yes,2,86713,Employed,60,Rent,144859,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_150,552475505653,ABCDE5721F,3,93676,Yes,1,139185,Unemployed,47,Rent,56959,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_753,576158869061,ABCDE1670F,3,17365,No,1,245374,Unemployed,22,No Property,194113,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_563,342771973573,ABCDE3935F,4,81183,No,2,258538,Employed,27,No Property,146174,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_260,570738789413,ABCDE1319F,1,70361,Yes,1,214772,Employed,18,Own,240217,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_852,355430303985,ABCDE7400F,1,34404,No,0,31191,Self-Employed,57,Own,70996,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_219,697861267333,ABCDE4878F,4,99610,No,1,71036,Employed,46,Rent,81898,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_34,755162308793,ABCDE9272F,4,90180,No,1,35095,Employed,73,Rent,87845,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_315,730351107616,ABCDE4777F,5,32391,Yes,0,252745,Self-Employed,62,No Property,190233,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_818,712833022946,ABCDE2980F,2,27604,Yes,2,219387,Employed,75,Own,126699,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_454,118076878815,ABCDE6250F,0,25082,No,0,157247,Employed,73,No Property,361311,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_766,916252097647,ABCDE5000F,1,71918,No,0,69738,Employed,56,Rent,78333,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_44,846146443035,ABCDE2833F,1,54081,No,2,223494,Unemployed,69,Own,336130,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_977,428016327018,ABCDE2357F,5,28193,No,2,150652,Unemployed,68,No Property,241782,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_37,672729206932,ABCDE3635F,3,46185,Yes,1,189747,Employed,61,No Property,399977,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_637,305932419026,ABCDE5496F,0,99725,No,2,34006,Employed,67,Own,133636,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_557,394907967506,ABCDE8364F,5,7505,Yes,2,239852,Employed,31,No Property,355916,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_809,272836008823,ABCDE8481F,5,78751,No,2,190882,Employed,20,No Property,179773,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_822,529255446887,ABCDE8103F,0,77020,No,1,74865,Employed,70,Rent,50913,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_582,119169271932,ABCDE6979F,5,42718,Yes,0,147416,Employed,53,No Property,57861,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_986,303827756958,ABCDE3286F,5,82533,Yes,2,89296,Employed,30,Rent,26279,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_490,580315958053,ABCDE9470F,3,68919,No,2,82017,Unemployed,36,No Property,101880,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_379,356087182818,ABCDE8021F,1,75087,No,0,66687,Self-Employed,63,No Property,67710,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_18,700892324839,ABCDE5680F,0,44568,Yes,0,160009,Employed,36,Own,388050,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_742,319394029966,ABCDE5149F,2,29192,No,1,91405,Employed,40,Own,95500,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_468,684451673831,ABCDE9498F,0,66083,No,2,164308,Employed,64,No Property,271332,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_517,239762777994,ABCDE5738F,4,11328,Yes,1,187656,Employed,24,Own,178855,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_258,981271680865,ABCDE8206F,5,83224,Yes,1,235264,Employed,24,Own,221551,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_940,433898347897,ABCDE5406F,4,45794,No,0,241384,Self-Employed,43,No Property,209224,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_540,458072096106,ABCDE1019F,2,55258,No,0,154966,Employed,36,Own,120133,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_850,161661467377,ABCDE6226F,0,41511,No,0,266775,Employed,63,Own,285153,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_952,488165187149,ABCDE1685F,2,50184,Yes,0,138947,Self-Employed,67,Rent,127317,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_842,896427587152,ABCDE3630F,5,8960,No,2,84906,Employed,57,No Property,33241,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_140,775164579670,ABCDE8674F,3,11014,Yes,2,183366,Employed,73,No Property,152809,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_901,946571598326,ABCDE2666F,4,24356,Yes,1,105513,Employed,35,Rent,46295,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_123,776770501358,ABCDE8720F,2,50678,No,0,229684,Self-Employed,56,No Property,337695,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_963,560160626204,ABCDE1457F,0,6779,Yes,2,154976,Self-Employed,48,No Property,190468,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_612,924844852148,ABCDE1814F,1,87212,No,2,273316,Unemployed,44,No Property,246257,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_142,386902364596,ABCDE9782F,4,23922,No,2,171391,Employed,65,Own,168456,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_83,939288249406,ABCDE6835F,5,96730,Yes,2,44506,Employed,46,No Property,134644,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_610,545799787839,ABCDE6977F,1,57113,Yes,1,83463,Employed,67,Own,104813,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_96,713231908118,ABCDE5760F,2,49074,Yes,2,134450,Self-Employed,19,Rent,25885,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_574,265269260733,ABCDE9233F,3,74026,No,0,93132,Unemployed,44,No Property,27807,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_804,680716657027,ABCDE5248F,4,64222,No,2,261649,Employed,58,Own,229319,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_665,783299267798,ABCDE2772F,3,72364,Yes,0,75470,Employed,68,Own,122962,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_574,589676518854,ABCDE5376F,0,85848,No,1,32573,Unemployed,40,Own,123114,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_463,996929389974,ABCDE9798F,4,56120,No,2,289109,Employed,22,Own,380873,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_946,907567461394,ABCDE8690F,5,51906,Yes,0,115624,Self-Employed,75,No Property,75099,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_36,810148561259,ABCDE7571F,3,99122,No,1,196875,Self-Employed,69,No Property,347404,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_422,725811862689,ABCDE2716F,3,82338,No,2,242829,Unemployed,18,No Property,265420,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_298,929272200405,ABCDE6201F,1,99818,No,1,203013,Employed,60,Own,240836,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_389,872391180718,ABCDE7964F,1,29868,Yes,1,107141,Unemployed,54,Rent,135299,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_44,639394437745,ABCDE1647F,5,56317,No,1,206352,Self-Employed,44,Rent,163907,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_273,727739048990,ABCDE5153F,5,46028,Yes,2,91883,Unemployed,37,No Property,144737,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_448,665845359006,ABCDE9146F,0,57332,No,0,152903,Employed,25,Rent,304830,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_330,914502263478,ABCDE6823F,1,38474,Yes,1,136023,Self-Employed,25,Own,71367,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_497,573055667176,ABCDE9677F,1,86585,Yes,0,102758,Unemployed,66,Own,32229,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_54,745433511331,ABCDE9360F,5,13461,Yes,0,227286,Employed,69,Rent,367853,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_298,545142103266,ABCDE7851F,1,43307,Yes,2,121357,Self-Employed,58,Rent,115548,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_402,805561221636,ABCDE3773F,2,69875,No,0,128752,Employed,53,Own,115521,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_621,637679669640,ABCDE7379F,2,73563,No,2,238567,Employed,75,Rent,390233,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_900,950531696496,ABCDE8276F,2,51418,No,1,72492,Unemployed,27,Own,22967,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_934,479214217904,ABCDE2580F,5,32773,Yes,2,227156,Self-Employed,62,Rent,258717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_177,858746580098,ABCDE3420F,0,37318,No,1,129719,Employed,59,Rent,118429,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_273,719233159985,ABCDE2194F,4,8653,Yes,0,91007,Self-Employed,18,Rent,142584,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_248,112795254997,ABCDE9643F,5,26711,Yes,0,105398,Self-Employed,60,Own,72135,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_507,299922075749,ABCDE1091F,1,90160,No,0,198106,Employed,67,Rent,116943,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_138,275422282986,ABCDE5790F,2,69331,Yes,2,204188,Employed,56,Own,133292,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_915,862236077109,ABCDE8131F,5,56364,Yes,2,265599,Self-Employed,73,No Property,320116,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_267,397767972451,ABCDE4546F,1,82400,Yes,1,230613,Employed,67,Own,290626,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_917,133479409098,ABCDE2609F,0,90836,No,0,80484,Employed,52,Own,142436,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_378,287710727906,ABCDE4381F,1,42654,No,2,277253,Unemployed,41,Own,166160,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_884,697727710113,ABCDE3580F,2,30290,Yes,1,204318,Employed,59,Own,268557,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_892,340811904675,ABCDE5554F,1,15380,Yes,0,38705,Employed,55,No Property,89071,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_597,608735241219,ABCDE8897F,3,9399,Yes,2,238891,Employed,55,Rent,136082,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_535,299077662794,ABCDE8675F,0,71395,Yes,0,199123,Employed,35,Rent,125291,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_367,273134996798,ABCDE6476F,5,38440,Yes,2,258319,Self-Employed,41,Own,344180,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_255,847575244532,ABCDE5247F,0,99662,Yes,1,185812,Employed,67,Own,258738,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_906,451332820585,ABCDE6239F,0,41397,No,2,202268,Employed,75,Rent,206425,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_811,761966180038,ABCDE4252F,4,31042,Yes,2,152531,Unemployed,74,No Property,324716,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_803,234176546838,ABCDE8640F,5,61516,No,0,222977,Employed,32,Rent,278725,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_434,981955223981,ABCDE8121F,1,85510,Yes,0,147856,Employed,67,No Property,139568,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_706,508597219083,ABCDE6435F,5,8800,No,1,254201,Employed,22,No Property,133401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_239,570201923910,ABCDE7375F,1,48808,Yes,1,203205,Employed,48,No Property,299414,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_652,902937493810,ABCDE9275F,3,98639,No,2,98879,Self-Employed,25,Own,43971,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_583,347527680911,ABCDE7281F,2,94629,No,2,277576,Employed,73,Own,236342,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_192,647538543791,ABCDE6438F,0,48082,No,0,51383,Employed,62,No Property,149110,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_536,932557008622,ABCDE1614F,0,45623,Yes,0,193922,Employed,25,No Property,330774,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_690,462044149996,ABCDE1779F,3,95254,No,2,253482,Self-Employed,21,Own,208188,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_709,624211885359,ABCDE5566F,4,48647,Yes,0,167298,Employed,36,No Property,319080,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_728,982506097050,ABCDE1319F,2,92094,No,1,163806,Employed,52,No Property,297738,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_470,238763673134,ABCDE6267F,3,46787,Yes,1,276186,Employed,56,Own,386532,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_789,501526742800,ABCDE9935F,1,23629,No,2,258856,Unemployed,38,Rent,302020,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_916,371569624942,ABCDE7190F,2,31534,No,0,194399,Unemployed,41,Own,261639,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_391,391854580723,ABCDE7527F,1,48572,Yes,0,239417,Self-Employed,37,Rent,141408,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_652,762585951610,ABCDE1894F,2,63293,No,0,237069,Unemployed,38,No Property,125610,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_235,510398916103,ABCDE1503F,1,38402,Yes,2,229885,Employed,27,Own,320810,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_35,878325236774,ABCDE7663F,1,43177,Yes,1,28197,Employed,73,Own,109224,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_91,643729286248,ABCDE2242F,3,91136,No,1,134691,Employed,42,No Property,147196,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_277,945000956686,ABCDE6134F,3,64689,No,0,27568,Employed,72,No Property,55215,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_213,492922318425,ABCDE7083F,0,35996,Yes,1,87276,Employed,66,Own,51826,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_948,550954640845,ABCDE9704F,5,74439,Yes,0,111867,Self-Employed,47,Own,29396,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_462,662104339844,ABCDE8348F,1,48228,No,2,86358,Employed,59,No Property,83376,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_228,516928702427,ABCDE6562F,2,31585,No,2,275026,Self-Employed,27,No Property,312746,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_673,112708134193,ABCDE5673F,4,16028,Yes,2,34327,Unemployed,39,Rent,98660,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_294,846572799199,ABCDE6720F,4,9737,Yes,0,184537,Employed,65,Own,237329,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_986,509065679465,ABCDE4273F,3,16400,Yes,1,105080,Unemployed,19,No Property,109300,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_447,764603757247,ABCDE5771F,1,22084,Yes,0,272656,Employed,31,Own,135562,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_494,983833444191,ABCDE3159F,2,91094,Yes,2,48506,Self-Employed,26,No Property,27325,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_491,289980499972,ABCDE6785F,2,93776,No,0,143749,Employed,39,No Property,91742,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
